Graph,T_1 Value,T_1 Pot,T_1 Ratios,T_1 Time,T_1 Orientation,T_2 Value,T_2 Pot,T_2 Pot Ratios,T_2 Orientation,B_2 Value,B_2 Pot,B_2 Pot Ratios,B_2 Orientation,SamePot,TileTime,BondTime
EUzo,2,"[aAA, aaaA]","[4, 2]",0.021353200005250983,"[[0, 0, -0.0, 1.0, 1.0, 1.0], [0, 0, 0, -0.0, 1.0, -0.0], [1.0, 0, 0, 0, -0.0, -0.0], [0.0, 1.0, 0, 0, 0, -0.0], [0.0, 0.0, 1.0, 0, 0, 0], [0.0, 1.0, 1.0, 1.0, 0, 0]]",3,"[aBBB, AbBB, bbB]","[1, 1, 4]","[[[0, 0, 0.0, 0.0, 0.0, 1.0], [0, 0, 0, 0.0, 0.0, 0.0], [0.0, 0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0.0, 0.0, 0.0, 0.0], [0, 0, 0, 0.0, 1.0, 1.0], [1.0, 0, 0, 0, 0.0, 1.0], [1.0, 1.0, 0, 0, 0, 0.0], [1.0, 0.0, 1.0, 0, 0, 0], [0.0, 0.0, 0.0, 1.0, 0, 0]]]",2,,,,True,0.41172390000429004,2.1337690000073053
EUzw,3,"[aaaA, aAA, aaAAA]","[2, 3, 1]",0.020007300001452677,"[[0, 0, -0.0, 1.0, 1.0, 1.0], [0, 0, 0, 0.0, -0.0, 1.0], [1.0, 0, 0, 0, -0.0, -0.0], [0.0, 1.0, 0, 0, 0, 0.0], [0.0, 1.0, 1.0, 0, 0, 1.0], [0.0, 0.0, 1.0, 1.0, 0.0, 0]]",3,"[abB, AbbB, AbBBB]","[3, 2, 1]","[[[0, 0, 0.0, -0.0, -0.0, -0.0], [0, 0, 0, -0.0, 1.0, 0.0], [1.0, 0, 0, 0, 0.0, 0.0], [0.0, -0.0, 0, 0, 0, 1.0], [-0.0, -0.0, 0.0, 0, 0, -0.0], [-0.0, -0.0, -0.0, 0.0, -0.0, 0]], [[0, 0, 0.0, -0.0, 1.0, 1.0], [0, 0, 0, 1.0, -0.0, 0.0], [-0.0, 0, 0, 0, 0.0, 1.0], [1.0, 0.0, 0, 0, 0, -0.0], [0.0, 0.0, 1.0, 0, 0, 1.0], [0.0, 1.0, -0.0, 0.0, 0.0, 0]]]",2,,,,True,0.26592359998903703,7.475065499995253
EU~w,3,"[aAAA, aaaaA, aAA]","[2, 2, 2]",0.01895650000369642,"[[0, 0, -0.0, -0.0, -0.0, 1.0], [0, 0, 0, 1.0, -0.0, -0.0], [1.0, 0, 0, 0, -0.0, -0.0], [1.0, 0.0, 0, 0, -0.0, -0.0], [1.0, 1.0, 1.0, 1.0, 0, -0.0], [0.0, 1.0, 1.0, 1.0, 1.0, 0]]",4,"[aBB, AbbB, ABBB, bbbbB]","[2, 1, 1, 2]","[[[0, 0, 0.0, 0.0, 0.0, 0.0], [0, 0, 0, 1.0, 0.0, -0.0], [1.0, 0, 0, 0, -0.0, -0.0], [0.0, 0.0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0.0, -0.0, -0.0, 0.0], [0, 0, 0, 0.0, 0.0, 0.0], [0.0, 0, 0, 0, 0.0, 0.0], [1.0, 0.0, 0, 0, 1.0, 0.0], [1.0, 1.0, 1.0, -0.0, 0, 1.0], [1.0, 1.0, 1.0, 1.0, -0.0, 0]]]",2,,,,True,11.789147499992396,10.461074999999255
EV~w,3,"[aaA, aaaAA, aAAA]","[1, 3, 2]",0.019284100009826943,"[[0, 0, 1.0, 0.0, 0.0, 0.0], [0, 0, 0, 1.0, 0.0, 1.0], [0.0, 0, 0, 0.0, 1.0, 0.0], [1.0, 0.0, 1.0, 0, 0.0, 1.0], [1.0, 1.0, 0.0, 1.0, 0, 0.0], [1.0, 0.0, 1.0, 0.0, 1.0, 0]]",3,"[abb, abBB, AbbBB]","[1, 2, 3]","[[[0, 0, 0.0, 1.0, 0.0, 0.0], [0, 0, 0, 0.0, 1.0, -0.0], [-0.0, 0, 0, -0.0, -0.0, 1.0], [0.0, -0.0, -0.0, 0, 0.0, -0.0], [-0.0, -0.0, -0.0, -0.0, 0, -0.0], [-0.0, 0.0, -0.0, -0.0, -0.0, 0]], [[0, 0, 1.0, -0.0, -0.0, -0.0], [0, 0, 0, 1.0, -0.0, 1.0], [-0.0, 0, 0, 1.0, -0.0, 0.0], [0.0, -0.0, 0.0, 0, 1.0, 1.0], [1.0, 0.0, 1.0, 0.0, 0, -0.0], [1.0, 0.0, -0.0, 0.0, 1.0, 0]]]",2,,,,True,0.27812669999548234,11.43666459999804
E]yw,3,"[aaAA, aAAA, aaA]","[3, 1, 2]",0.018797500000800937,"[[0, 0, 1.0, 0.0, 0.0, 1.0], [0, 0, 0.0, 1.0, 1.0, 0], [0.0, 1.0, 0, 0, 0.0, 0.0], [1.0, 0.0, 0, 0, 0, 1.0], [1.0, 0.0, 1.0, 0, 0, 0.0], [0.0, 0, 1.0, 0.0, 1.0, 0]]",3,"[abB, aBBB, AbbB]","[2, 1, 3]","[[[0, 0, -0.0, 0.0, -0.0, 0.0], [0, 0, 1.0, -0.0, -0.0, 0], [-0.0, 0.0, 0, 0, 0.0, -0.0], [1.0, -0.0, 0, 0, 0, -0.0], [-0.0, 0.0, 0.0, 0, 0, 1.0], [0.0, 0, -0.0, 0.0, -0.0, 0]], [[0, 0, 1.0, -0.0, 1.0, 0.0], [0, 0, -0.0, -0.0, 1.0, 0], [0.0, -0.0, 0, 0, 1.0, 1.0], [-0.0, 1.0, 0, 0, 0, -0.0], [-0.0, -0.0, 0.0, 0, 0, -0.0], [1.0, 0, 0.0, 1.0, -0.0, 0]]]",2,,,,True,0.504881300003035,2.4605259999952978
E]zg,2,"[aaAA, aA]","[5, 1]",0.01066470000660047,"[[0, 0, -0.0, -0.0, 1.0, 1.0], [0, 0, -0.0, 1.0, -0.0, 1.0], [1.0, 1.0, 0, 0, -0.0, -0.0], [1.0, 0.0, 0, 0, 0, 0], [0.0, 1.0, 1.0, 0, 0, -0.0], [0.0, 0.0, 1.0, 0, 1.0, 0]]",3,"[aBBB, AA, bbbB]","[2, 1, 3]","[[[0, 0, 0.0, 1.0, 0.0, 0.0], [0, 0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0, 0, 0, 0], [0.0, 0.0, 0.0, 0, 0, 0.0], [0.0, 0.0, 0.0, 0, 0.0, 0]], [[0, 0, 0.0, 0.0, 0.0, 0.0], [0, 0, 0.0, 0.0, 0.0, 0.0], [1.0, 1.0, 0, 0, 1.0, 0.0], [0.0, 0.0, 0, 0, 0, 0], [1.0, 1.0, 0.0, 0, 0, 1.0], [1.0, 1.0, 1.0, 0, 0.0, 0]]]",2,,,,True,0.300712600001134,1.1503382000082638
E]zo,3,"[aaAA, aaA, aAA]","[4, 1, 1]",0.020428799994988367,"[[0, 0, 0.0, 1.0, 0.0, 1.0], [0, 0, 1.0, 0.0, 0.0, 1.0], [1.0, 0.0, 0, 0, 1.0, 0.0], [0.0, 1.0, 0, 0, 0, 0.0], [1.0, 1.0, 0.0, 0, 0, 0], [0.0, 0.0, 1.0, 1.0, 0, 0]]",3,"[aBB, AABB, bbbB]","[2, 1, 3]","[[[0, 0, -0.0, -0.0, -0.0, 0.0], [0, 0, -0.0, -0.0, -0.0, -0.0], [-0.0, -0.0, 0, 0, -0.0, 0.0], [1.0, -0.0, 0, 0, 0, -0.0], [1.0, 0.0, -0.0, 0, 0, 0], [0.0, -0.0, -0.0, 0.0, 0, 0]], [[0, 0, 0.0, 0.0, 0.0, 0.0], [0, 0, 1.0, 1.0, 1.0, 0.0], [1.0, 0.0, 0, 0, 1.0, 1.0], [-0.0, -0.0, 0, 0, 0, -0.0], [-0.0, -0.0, 0.0, 0, 0, 0], [1.0, 1.0, 0.0, 1.0, 0, 0]]]",2,,,,True,0.2827689999976428,2.7147259000048507
E]zw,3,"[aaA, aaAA, aaAAA]","[1, 4, 1]",0.0197626000008313,"[[0, 0, -0.0, -0.0, 1.0, 1.0], [0, 0, -0.0, -0.0, 1.0, 1.0], [1.0, 1.0, 0, 0, -0.0, -0.0], [1.0, 1.0, 0, 0, 0, -0.0], [0.0, 0.0, 1.0, 0, 0, 1.0], [0.0, 0.0, 1.0, 1.0, 0.0, 0]]",4,"[aBBB, ABBBB, bbbB, bbB]","[1, 1, 3, 1]","[[[0, 0, -0.0, -0.0, -0.0, -0.0], [0, 0, -0.0, 0.0, -0.0, 0.0], [-0.0, -0.0, 0, 0, -0.0, 1.0], [0.0, 0.0, 0, 0, 0, 0.0], [-0.0, -0.0, -0.0, 0, 0, -0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 1.0, 1.0, 0.0, 1.0], [0, 0, 1.0, 0.0, 1.0, 1.0], [0.0, 0.0, 0, 0, 0.0, 0.0], [0.0, 1.0, 0, 0, 0, 1.0], [1.0, 0.0, 1.0, 0, 0, 1.0], [0.0, -0.0, -0.0, -0.0, -0.0, 0]]]",2,,,,True,6.7389264999947045,5.268902600000729
E]~o,1,[aaAA],[6],0.005650699997204356,"[[0, 0, -0.0, -0.0, 1.0, 1.0], [0, 0, 0.0, -0.0, 1.0, 1.0], [1.0, 1.0, 0, 0, -0.0, 0.0], [1.0, 1.0, 0, 0, -0.0, -0.0], [0.0, 0.0, 1.0, 1.0, 0, 0], [0.0, 0.0, 1.0, 1.0, 0, 0]]",3,"[aBBB, AAbB, bbbB]","[2, 1, 3]","[[[0, 0, 0.0, 0.0, 0.0, 1.0], [0, 0, 0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0, 0], [0.0, 0.0, 0.0, 0.0, 0, 0]], [[0, 0, 0.0, 0.0, 0.0, 0.0], [0, 0, 0.0, 0.0, 0.0, 0.0], [1.0, 1.0, 0, 0, 0.0, 1.0], [1.0, 1.0, 0, 0, 1.0, 0.0], [1.0, 1.0, 1.0, 0.0, 0, 0], [0.0, 0.0, 0.0, 1.0, 0, 0]]]",2,,,,True,0.5508273000014015,0.34964480000780895
E]~w,3,"[aaaaA, aAAA, aaAA]","[2, 3, 1]",0.0218892999982927,"[[0, 0, 1.0, -0.0, -0.0, -0.0], [0, 0, -0.0, -0.0, -0.0, 1.0], [0.0, 1.0, 0, 0, -0.0, -0.0], [1.0, 1.0, 0, 0, -0.0, -0.0], [1.0, 1.0, 1.0, 1.0, 0, -0.0], [1.0, 0.0, 1.0, 1.0, 1.0, 0]]",3,"[aBBBB, ABBBB, bbbB]","[1, 1, 4]","[[[0, 0, 0.0, 0.0, 0.0, 0.0], [0, 0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0, 0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0]], [[0, 0, 0.0, 1.0, 1.0, 1.0], [0, 0, 1.0, 0.0, 1.0, 1.0], [1.0, 0.0, 0, 0, 1.0, 1.0], [0.0, 1.0, 0, 0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0]]]",2,,,,True,0.47920250000606757,5.390938199998345
